Time,Humidity,Tempreture 
38779,38.00,24.50
38780,38.00,24.50
38781,38.00,24.50
38782,38.00,24.50
38783,38.00,24.50
38784,38.00,24.50
38785,38.00,24.50
38786,38.00,24.50
38787,38.00,24.50
38788,38.00,24.50
38789,38.00,24.50
38790,38.00,24.50
38791,38.00,24.50
38792,38.00,24.50
38793,38.00,24.50
38794,38.00,24.50
38795,38.00,24.50
38796,38.00,24.50
38797,38.00,24.50
38798,38.00,24.50
38799,38.00,24.50
38800,38.00,24.50
38801,38.00,24.50
38802,38.00,24.50
38803,38.00,24.50
38804,38.00,24.50
38805,38.00,24.50
38806,38.00,24.50
38807,38.00,24.50
38808,38.00,24.50
38809,38.00,24.50
38810,38.00,24.50
38811,38.00,24.50
38812,38.00,24.50
38813,38.00,24.50
38814,38.00,24.50
38815,38.00,24.50
38816,38.00,24.50
38817,38.00,24.50
38818,38.00,24.50
38819,38.00,24.50
38820,38.00,24.50
38821,38.00,24.50
38822,38.00,24.50
38823,38.00,24.50
38824,38.00,24.50
38825,38.00,24.50
38826,38.00,24.50
38827,38.00,24.50
38828,38.00,24.50
38829,38.00,24.50
38830,38.00,24.50
38831,38.00,24.50
38832,38.00,24.50
38833,38.00,24.50
38834,38.00,24.50
38835,38.00,24.50
38836,38.00,24.50
38837,38.00,24.50
38838,38.00,24.50
38839,38.00,24.50
38840,38.00,24.50
38841,38.00,24.50
38842,38.00,24.50
38843,38.00,24.50
38844,38.00,24.50
38845,38.00,24.50
38846,38.00,24.50
38847,38.00,24.50
38848,38.00,24.50
38849,38.00,24.50
38850,38.00,24.50
38851,38.00,24.50
38852,38.00,24.50
38853,38.00,24.50
38854,38.00,24.50
38855,38.00,24.50
38856,38.00,24.50
38857,38.00,24.50
38858,38.00,24.50
38859,38.00,24.50
38860,38.00,24.50
38861,38.00,24.50
38862,38.00,24.50
38863,38.00,24.50
38864,38.00,24.50
38865,38.00,24.50
38866,38.00,24.50
38867,38.00,24.50
38868,38.00,24.50
38869,38.00,24.50
38870,38.00,24.50
38871,38.00,24.50
38872,38.00,24.50
38873,38.00,24.50
38874,38.00,24.50
38875,38.00,24.50
38876,38.00,24.50
38877,38.00,24.50
38878,38.00,24.50
38879,38.00,24.50
38880,38.00,24.50
38881,38.00,24.50
38882,38.00,24.50
38883,38.00,24.50
38884,38.00,24.50
38885,38.00,24.50
38886,38.00,24.50
38887,38.00,24.50
38888,38.00,24.50
38889,38.00,24.50
38890,38.00,24.50
38891,38.00,24.50
38892,38.00,24.50
38893,38.00,24.50
38894,38.00,24.50
38895,38.00,24.50
38896,38.00,24.50
38897,38.00,24.50
38898,38.00,24.50
38899,38.00,24.50
38900,38.00,24.50
38901,38.00,24.50
38902,38.00,24.50
38903,38.00,24.50
38904,38.00,24.50
38905,38.00,24.50
38906,38.00,24.50
38907,38.00,24.50
38908,38.00,24.50
38909,38.00,24.50
38910,38.00,24.50
38911,38.00,24.50
38912,38.00,24.50
38913,38.00,24.50
38914,38.00,24.50
38915,38.00,24.50
38916,38.00,24.50
38917,38.00,24.50
38918,38.00,24.50
38919,38.00,24.50
38920,38.00,24.50
38921,38.00,24.50
38922,38.00,24.50
38923,38.00,24.50
38924,38.00,24.50
38925,38.00,24.50
38926,38.00,24.50
38927,38.00,24.50
38928,38.00,24.50
38929,38.00,24.50
38930,38.00,24.50
38931,38.00,24.50
38932,38.00,24.50
38933,38.00,24.50
38934,38.00,24.50
38935,38.00,24.50
38936,38.00,24.50
38937,38.00,24.50
38938,38.00,24.50
38939,38.00,24.50
38940,38.00,24.50
38941,38.00,24.50
38942,38.00,24.50
38943,38.00,24.50
38944,38.00,24.50
38945,38.00,24.50
38946,38.00,24.50
38947,38.00,24.50
38948,38.00,24.50
38949,38.00,24.50
38950,38.00,24.50
38951,38.00,24.50
38952,38.00,24.50
38953,38.00,24.50
38954,38.00,24.50
38955,38.00,24.50
38956,38.00,24.50
38957,38.00,24.50
38958,38.00,24.50
38959,38.00,24.50
38960,38.00,24.50
38961,38.00,24.50
38962,38.00,24.50
38963,38.00,24.50
38964,38.00,24.50
38965,38.00,24.50
38966,38.00,24.50
38967,38.00,24.50
38968,38.00,24.50
38969,38.00,24.50
38970,38.00,24.50
38971,38.00,24.50
38972,38.00,24.50
38973,38.00,24.50
38974,38.00,24.50
38975,38.00,24.50
38976,38.00,24.50
38977,38.00,24.50
38978,38.00,24.50
38979,38.00,24.50
38980,38.00,24.50
38981,38.00,24.50
38982,38.00,24.50
38983,38.00,24.50
38984,38.00,24.50
38985,38.00,24.50
38986,38.00,24.50
38987,38.00,24.50
38988,38.00,24.50
38989,38.00,24.50
38990,38.00,24.50
38991,38.00,24.50
38992,38.00,24.50
38993,38.00,24.50
38994,38.00,24.50
38995,38.00,24.50
38996,38.00,24.50
38997,38.00,24.50
38998,38.00,24.50
38999,38.00,24.50
39000,38.00,24.50
39001,38.00,24.50
39002,38.00,24.50
39003,38.00,24.50
39004,38.00,24.50
39005,38.00,24.50
39006,38.00,24.50
39007,38.00,24.50
39008,38.00,24.50
39009,38.00,24.50
39010,38.00,24.50
39011,38.00,24.50
39012,38.00,24.50
39013,38.00,24.50
39014,38.00,24.50
39015,38.00,24.50
39016,38.00,24.50
39017,38.00,24.50
39018,38.00,24.50
39019,38.00,24.50
39020,38.00,24.50
39021,38.00,24.50
39022,38.00,24.50
39023,38.00,24.50
39024,38.00,24.50
39025,38.00,24.50
39026,38.00,24.50
39027,38.00,24.50
39028,38.00,24.50
39029,38.00,24.50
39030,38.00,24.50
39031,38.00,24.50
39032,38.00,24.50
39033,38.00,24.50
39034,38.00,24.50
39035,38.00,24.50
39036,38.00,24.50
39037,38.00,24.50
39038,38.00,24.50
39039,38.00,24.50
39040,38.00,24.50
39041,38.00,24.50
39042,38.00,24.50
39043,38.00,24.50
39044,38.00,24.50
39045,38.00,24.50
39046,38.00,24.50
39047,38.00,24.50
39048,38.00,24.50
39049,38.00,24.50
39050,38.00,24.50
39051,38.00,24.50
39052,38.00,24.50
39053,38.00,24.50
39054,38.00,24.50
39055,38.00,24.50
39056,38.00,24.50
39057,38.00,24.50
39058,38.00,24.50
39059,38.00,24.50
39060,38.00,24.50
39061,38.00,24.50
39062,38.00,24.50
39063,38.00,24.50
39064,38.00,24.50
39065,38.00,24.50
39066,38.00,24.50
39067,38.00,24.50
39068,38.00,24.50
39069,38.00,24.50
39070,38.00,24.50
39071,38.00,24.50
39072,38.00,24.50
39073,38.00,24.50
39074,38.00,24.50
39075,38.00,24.50
39076,38.00,24.50
39077,38.00,24.50
39078,38.00,24.50
39079,38.00,24.50
39080,38.00,24.50
39081,38.00,24.50
39082,38.00,24.50
39083,38.00,24.50
39084,38.00,24.50
39085,38.00,24.50
39086,38.00,24.50
39087,38.00,24.50
39088,38.00,24.50
39089,38.00,24.50
39090,38.00,24.50
39091,38.00,24.50
39092,38.00,24.50
39093,38.00,24.50
39094,38.00,24.50
39095,38.00,24.50
39096,38.00,24.50
39097,38.00,24.50
39098,38.00,24.50
39099,38.00,24.50
39100,38.00,24.50
39101,38.00,24.50
39102,38.00,24.50
39103,38.00,24.50
39104,38.00,24.50
39105,38.00,24.50
39106,38.00,24.50
39107,38.00,24.50
39108,38.00,24.50
39109,38.00,24.50
39110,38.00,24.50
39111,38.00,24.50
39112,38.00,24.50
39113,38.00,24.50
39114,38.00,24.50
39115,38.00,24.50
39116,38.00,24.50
39117,38.00,24.50
39118,38.00,24.50
39119,38.00,24.50
39120,38.00,24.50
39121,38.00,24.50
39122,38.00,24.50
39123,38.00,24.50
39124,38.00,24.50
39125,38.00,24.50
39126,38.00,24.50
39127,38.00,24.50
39128,38.00,24.50
39129,38.00,24.50
39130,38.00,24.50
39131,38.00,24.50
39132,38.00,24.50
39133,38.00,24.50
39134,38.00,24.50
39135,38.00,24.50
39136,38.00,24.50
39137,38.00,24.50
39138,38.00,24.50
39139,38.00,24.50
39140,38.00,24.50
39141,38.00,24.50
39142,38.00,24.50
39143,38.00,24.50
39144,38.00,24.50
39145,38.00,24.50
39146,38.00,24.50
39147,38.00,24.50
39148,38.00,24.50
39149,38.00,24.50
39150,38.00,24.50
39151,38.00,24.50
39152,38.00,24.50
39153,38.00,24.50
39154,38.00,24.50
39155,38.00,24.50
39156,38.00,24.50
39157,38.00,24.50
39158,38.00,24.50
39159,38.00,24.50
39160,38.00,24.50
39161,38.00,24.50
39162,38.00,24.50
39163,38.00,24.50
39164,38.00,24.50
39165,38.00,24.50
39166,38.00,24.50
39167,38.00,24.50
39168,38.00,24.50
39169,38.00,24.50
39170,38.00,24.50
39171,38.00,24.50
39172,38.00,24.50
39173,38.00,24.50
39174,38.00,24.50
39175,38.00,24.50
39176,38.00,24.50
39177,38.00,24.50
39178,38.00,24.50
39179,38.00,24.50
39180,38.00,24.60
39181,38.00,24.60
39182,38.00,24.60
39183,38.00,24.80
39184,38.00,24.80
39185,38.00,24.80
39186,38.00,24.80
39187,38.00,24.80
39188,38.00,24.80
39189,38.00,24.80
39190,38.00,24.80
39191,38.00,24.80
39192,38.00,24.80
39193,38.00,24.80
39194,38.00,24.80
39195,38.00,24.80
39196,38.00,24.80
39197,38.00,24.80
39198,38.00,24.80
39199,38.00,24.80
39200,38.00,24.80
39201,38.00,24.80
39202,38.00,24.80
39203,38.00,24.80
39204,38.00,24.80
39205,38.00,24.80
39206,38.00,24.80
39207,38.00,24.80
39208,38.00,24.80
39209,38.00,24.80
39210,38.00,24.80
39211,38.00,24.80
39212,38.00,24.80
39213,38.00,24.80
39214,38.00,24.80
39215,38.00,24.80
39216,38.00,24.80
39217,38.00,24.80
39218,38.00,24.80
39219,38.00,24.80
39220,38.00,24.80
39221,38.00,24.80
39222,38.00,24.80
39223,38.00,24.80
39224,38.00,24.80
39225,38.00,24.80
39226,38.00,24.80
39227,38.00,24.80
39228,38.00,24.80
39229,38.00,24.80
39230,38.00,24.80
39231,38.00,24.80
39232,38.00,24.80
39233,38.00,24.80
39234,38.00,24.80
39235,38.00,24.80
39236,38.00,24.80
39237,38.00,24.80
39238,38.00,24.80
39239,38.00,24.80
39240,38.00,24.80
39241,38.00,24.80
39242,38.00,24.80
39243,38.00,24.80
39244,38.00,24.80
39245,38.00,24.80
39246,38.00,24.80
39247,38.00,24.80
39248,38.00,24.80
39249,38.00,24.80
39250,38.00,24.80
39251,38.00,24.80
39252,38.00,24.80
39253,38.00,24.80
39254,38.00,24.80
39255,38.00,24.80
39256,38.00,24.80
39257,38.00,24.80
39258,38.00,24.80
39259,38.00,24.80
39260,38.00,24.80
39261,38.00,24.80
39262,38.00,24.80
39263,38.00,24.80
39264,38.00,24.80
39265,38.00,24.80
39266,38.00,24.80
39267,38.00,24.80
39268,38.00,24.80
39269,38.00,24.80
39270,38.00,24.80
39271,38.00,24.80
39272,38.00,24.80
39273,38.00,24.80
39274,38.00,24.80
39275,38.00,24.80
39276,38.00,24.80
39277,38.00,24.80
39278,38.00,24.80
39279,38.00,24.80
39280,38.00,24.80
39281,38.00,24.80
39282,38.00,24.80
39283,38.00,24.80
39284,38.00,24.80
39285,38.00,24.80
39286,38.00,24.80
39287,38.00,24.80
39288,38.00,24.80
39289,38.00,24.80
39290,38.00,24.80
39291,38.00,24.80
39292,38.00,24.80
39293,38.00,24.80
39294,38.00,24.80
39295,38.00,24.80
39296,38.00,24.80
39297,38.00,24.80
39298,38.00,24.80
39299,38.00,24.80
39300,38.00,24.80
39301,38.00,24.80
39302,38.00,24.80
39303,38.00,24.80
39304,38.00,24.80
39305,38.00,24.80
39306,38.00,24.80
39307,38.00,24.80
39308,38.00,24.80
39309,38.00,24.80
39310,38.00,24.80
39311,38.00,24.80
39312,38.00,24.80
39313,38.00,24.80
39314,38.00,24.80
39315,38.00,24.80
39316,38.00,24.80
39317,38.00,24.80
39318,38.00,24.80
39319,38.00,24.80
39320,38.00,24.80
39321,38.00,24.80
39322,38.00,24.80
39323,38.00,24.80
39324,38.00,24.80
39325,38.00,24.80
39326,38.00,24.80
39327,38.00,24.80
39328,38.00,24.80
39329,38.00,24.80
39330,38.00,24.80
39331,38.00,24.80
39332,38.00,24.80
39333,38.00,24.80
39334,38.00,24.80
39335,38.00,24.80
39336,38.00,24.80
39337,38.00,24.80
39338,38.00,24.80
39339,38.00,24.50
39340,38.00,24.50
39341,38.00,24.50
39342,38.00,24.50
39343,38.00,24.50
39344,38.00,24.50
39345,38.00,24.50
39346,38.00,24.50
39347,38.00,24.50
39348,38.00,24.50
39349,38.00,24.50
39350,38.00,24.50
39351,38.00,24.50
39352,38.00,24.50
39353,38.00,24.50
39354,38.00,24.70
39355,38.00,24.70
39356,38.00,24.70
39357,38.00,24.80
39358,38.00,24.80
39359,38.00,24.80
39360,38.00,24.80
39361,38.00,24.80
39362,38.00,24.80
39363,38.00,24.80
39364,38.00,24.80
39365,38.00,24.80
39366,38.00,24.80
39367,38.00,24.80
39368,38.00,24.80
39369,38.00,24.80
39370,38.00,24.80
