Time,Humidity,Tempreture
603,39.00,24.50
604,39.00,24.50
605,39.00,24.50
606,39.00,24.50
607,39.00,24.50
608,39.00,24.50
609,39.00,24.50
610,39.00,24.50
611,39.00,24.50
612,39.00,24.50
613,39.00,24.50
614,39.00,24.50
615,39.00,24.50
616,39.00,24.50
617,39.00,24.50
618,39.00,24.50
619,39.00,24.50
620,39.00,24.50
621,39.00,24.50
622,39.00,24.50
623,39.00,24.50
624,39.00,24.50
625,39.00,24.50
626,39.00,24.50
627,39.00,24.50
628,39.00,24.50
629,39.00,24.50
630,39.00,24.50
631,39.00,24.50
632,39.00,24.50
633,39.00,24.50
634,39.00,24.50
635,39.00,24.50
636,39.00,24.50
637,39.00,24.50
638,39.00,24.50
639,39.00,24.50
640,39.00,24.50
641,39.00,24.50
642,39.00,24.50
643,39.00,24.50
644,39.00,24.50
645,39.00,24.50
646,39.00,24.50
647,39.00,24.50
648,39.00,24.50
649,39.00,24.50
650,39.00,24.50
651,39.00,24.50
652,39.00,24.50
653,39.00,24.50
654,39.00,24.50
655,39.00,24.50
656,39.00,24.50
657,39.00,24.50
658,39.00,24.50
659,39.00,24.50
660,39.00,24.50
661,39.00,24.50
662,39.00,24.50
663,39.00,24.50
664,39.00,24.50
665,39.00,24.50
666,39.00,24.50
667,39.00,24.50
668,39.00,24.50
669,39.00,24.50
670,39.00,24.50
671,39.00,24.50
672,39.00,24.50
673,39.00,24.50
674,39.00,24.50
675,39.00,24.50
676,39.00,24.50
677,39.00,24.50
678,39.00,24.50
679,39.00,24.50
680,39.00,24.50
681,39.00,24.50
682,39.00,24.50
683,39.00,24.50
684,39.00,24.50
685,39.00,24.50
686,39.00,24.50
687,39.00,24.50
688,39.00,24.50
689,39.00,24.50
690,39.00,24.50
691,39.00,24.50
692,39.00,24.50
693,39.00,24.50
694,39.00,24.50
695,39.00,24.50
696,39.00,24.50
697,39.00,24.50
698,39.00,24.50
699,39.00,24.50
700,39.00,24.50
701,39.00,24.50
702,39.00,24.50
703,39.00,24.50
704,39.00,24.50
705,39.00,24.50
706,39.00,24.50
707,39.00,24.50
708,39.00,24.50
709,39.00,24.50
710,39.00,24.50
711,39.00,24.50
712,39.00,24.50
713,39.00,24.50
714,39.00,24.50
